occurrenceID	item	gbifID	eventDate	locality	recordedBy	uri	scientificName	col:institutionCode	countryCode
urn:catalog:MO:Tropicos:101593913	Q80969	4031905886	1989-12-11	Reserva Biológica Monteverde, Río Peñas Blancas, Poco Sol. Finca Volio.	Erick Bello C.	http://www.tropicos.org/Specimen/101593913	Epidendrum belloi Hágsater	MO	CR
urn:catalog:MO:Tropicos:101593923	Q81224	4061227129	1987-06-10	Reserva Monteverde Río Peñas Blancas	William A. Haber;Eladio Cruz L.	http://www.tropicos.org/Specimen/101593923	Epidendrum haberi Hágsater & L.Sánchez	AMO	CR
urn:catalog:MO:Tropicos:101594018	Q89056	4031398945	1987-01-19	Epiphytic in wet forest south of Lita between Santa Rosa and Cachabi.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101594018	Lepanthes tortilis Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101594023	Q104351	4031388927	1991-03-24	Campamento Guarumales.	Carl A. Luer	http://www.tropicos.org/Specimen/101594023	Stelis vesca Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101594074	Q73227	4031909875	1988-05-22	Protected due to name conservation status	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101594074	Brachionidium andreettae Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101594083	Q81761	4031499914	1982-11-29	32.7 km N of (below) dam at Lago Zongo. A few hundred meters above Planta Hidroelectrica Chururaqui.	James C. Solomon	http://www.tropicos.org/Specimen/101594083	Epidendrum zongoincomptum Hágsater & E.Santiago	MO	BO
urn:catalog:MO:Tropicos:101594133	Q88797	4031949892	1988-05-23	Protected due to name conservation status	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101594133	Lepanthes grossiradix Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101594136	Q81581	4061940819	1979-04-08	Cartagena, km 25 from El Carmelo on road towards La Bonita. Primary, dense, mossy cloud forest.	B. Løjtnant;Ulf Molau;Michael T. Madison	http://www.tropicos.org/Specimen/101594136	Epidendrum recurvitepalostachyum Hágsater & E.Santiago	GB	EC
urn:catalog:MO:Tropicos:101594168	Q104307	4031893927	1982-12-16	30.5 km N (below) of dam at Lago Zongo. Trail up Río Jachcha Cruz. Moist forest with little disturbance.	James C. Solomon	http://www.tropicos.org/Specimen/101594168	Stelis solomonii Luer	MO	BO
urn:catalog:MO:Tropicos:101594313	Q81066	4061253512	1991-10-24	Protected due to name conservation status	Eric Hágsater	http://www.tropicos.org/Specimen/101594313	Epidendrum chogoncolonchense Hágsater & Dodson	AMO	EC
urn:catalog:MO:Tropicos:101594318	Q81621	4061790937	1986-12-31	Along river and hillside opposite town of Tandapi at km 55 Santo Domingo to Quito road	Calaway H. Dodson;T.A. Dodson	http://www.tropicos.org/Specimen/101594318	Epidendrum scharfii Hágsater & Dodson	RPSC	EC
urn:catalog:MO:Tropicos:101594442	Q77569	4031498926	1987-08-10	Distrito San Andrés de Cutervo, Parque Nacional de Cutervo, caserío ""Pajonal"", hacia la fila, camino hacia Jaén (chorro blanco).	Camilo Díaz S.;Hulda Osores	http://www.tropicos.org/Specimen/101594442	Crossoglossa tetraphylla Ormerod	MO	PE
urn:catalog:MO:Tropicos:101594822	Q81180	4061949958	1945-02-03	E side of valley of río Monay, 40 km ENE of Azogues	F. R. Fosberg;Francisco Prieto	http://www.tropicos.org/Specimen/101594822	Epidendrum fosbergii Hágsater & Dodson	NY	EC
urn:catalog:MO:Tropicos:101594899	Q104007	4031393940	1980-02-29	22 km NE (below) Unduavi on road to Yolosa Junction (Coroico). Moist forest below cloud forest.	James C. Solomon	http://www.tropicos.org/Specimen/101594899	Stelis citrinella Luer	MO	BO
urn:catalog:MO:Tropicos:101594956	Q80908	4061790963	1984-11-30	west of km 69 on the Cuenca–Loja road	Calaway H. Dodson;Benigno Malo	http://www.tropicos.org/Specimen/101594956	Epidendrum alfonsopozoi Hágsater & Dodson	QCA	EC
urn:catalog:MO:Tropicos:101594957	Q80908	4061227159	1984-11-30	west of km 69 on the Cuenca–Loja road	Calaway H. Dodson;Benigno Malo	http://www.tropicos.org/Specimen/101594957	Epidendrum alfonsopozoi Hágsater & Dodson	RPSC	EC
urn:catalog:MO:Tropicos:101594971	Q81202	4061244989	1979-12-02	El Pailón, ca. 45 km below Maldonado along foot path to Tobar Donoso,	Michael T. Madison;Elizabeth L. Besse	http://www.tropicos.org/Specimen/101594971	Epidendrum glossoclinium Hágsater & Dodson	SEL	EC
urn:catalog:MO:Tropicos:101594982	Q80988	4031810921	1984-10-21	West Mt. IIliniza	Alexander Hirtz	http://www.tropicos.org/Specimen/101594982	Epidendrum brachyanthum Hágsater & Dodson	MO	EC
urn:catalog:MO:Tropicos:101594998	Q83284	4061949966	1982-11-06	3.1 km SE of Unduavi bridge (below) on old road. Low cloud forest, trees 4-8 m tall.	James C. Solomon	http://www.tropicos.org/Specimen/101594998	Fernandezia solomonii Ormerod	SEL	BO
urn:catalog:MO:Tropicos:101594999	Q83284	4031803970	1982-11-06	3.1 km SE of Unduavi bridge (below) on old road. Low cloud forest, trees 4-8 m tall.	James C. Solomon	http://www.tropicos.org/Specimen/101594999	Fernandezia solomonii Ormerod	MO	BO
urn:catalog:MO:Tropicos:101595149	Q78161	4031892934	1975-02-13	Protected due to name conservation status	H. van der Werff	http://www.tropicos.org/Specimen/101595149	Cyclopogon werffii Dodson	MO	EC
urn:catalog:MO:Tropicos:101595189	Q83296	4031949915	1985-09-14	Laguna Yahuarcocha (arriba de Incahuasi).	Abundio Sagástegui A.;D. Skillman;José Mostacero L.;Linder Ramírez V.	http://www.tropicos.org/Specimen/101595189	Fernandezia yahuarcocha Ormerod	MO	PE
urn:catalog:MO:Tropicos:101595190	Q83296	4061198149	1985-09-14	Laguna Yahuarcocha (arriba de Incahuasi).	Abundio Sagástegui A.;D. Skillman;José Mostacero L.;Linder Ramírez V.	http://www.tropicos.org/Specimen/101595190	Fernandezia yahuarcocha Ormerod	HUT	PE
urn:catalog:MO:Tropicos:101595197	Q81613	4061977726	1975-07-23	Protected due to name conservation status	Abundio Sagástegui A.;et al.;José M. Cabanillas S.;O. Dios C.	http://www.tropicos.org/Specimen/101595197	Epidendrum sagasteguii Hágsater & E.Santiago	AMO	PE
urn:catalog:MO:Tropicos:101595199	Q81613	4061236237	1975-07-23	Protected due to name conservation status	Abundio Sagástegui A.;et al.;José M. Cabanillas S.;O. Dios C.	http://www.tropicos.org/Specimen/101595199	Epidendrum sagasteguii Hágsater & E.Santiago	NY	PE
urn:catalog:MO:Tropicos:101595213	Q81043	4061244998	1985-02-18	Celica–Alamor Road, ca. 3 km W of Celica	Gunnar Wilhelm Harling;Lennart Andersson	http://www.tropicos.org/Specimen/101595213	Epidendrum celicense Hágsater & Dodson	AMES	EC
urn:catalog:MO:Tropicos:101595214	Q81043	4061940859	1985-02-18	Celica–Alamor Road, ca. 3 km W of Celica	Gunnar Wilhelm Harling;Lennart Andersson	http://www.tropicos.org/Specimen/101595214	Epidendrum celicense Hágsater & Dodson	GB	EC
urn:catalog:MO:Tropicos:101595245	Q77562	4061265342	1985-02	Tandayapa on road Quito-Nono-Nanegal.	Alexander Hirtz	http://www.tropicos.org/Specimen/101595245	Crossoglossa nanegalensis Dodson	RPSC	EC
urn:catalog:MO:Tropicos:101595252	Q104037	4031501878	1984-03-21	Jimbura.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101595252	Stelis decurva Luer	MO	EC
urn:catalog:MO:Tropicos:101595324	Q104156	4031402894	1988-05-21	Cord. Condor.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101595324	Stelis longissima Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101595327	Q81468	4031392964	1988-11	Protected due to name conservation status	Alexander Hirtz	http://www.tropicos.org/Specimen/101595327	Epidendrum oxybatesii Hágsater & Dodson	MO	EC
urn:catalog:MO:Tropicos:101595341	Q81606	4061214814	1985-02-19	Road Celica-Guachanamá, km 8 at the Roldós memorial monument	Gunnar Wilhelm Harling;Lennart Andersson	http://www.tropicos.org/Specimen/101595341	Epidendrum rotundifolium Hágsater & Dodson	GB	EC
urn:catalog:MO:Tropicos:101595388	Q88756	4031399896	1991-03-10	Protected due to name conservation status	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101595388	Lepanthes evansiae Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101595536	Q92074	4031398975	1985-06-04	Trail through slightly disturbed wet forest, 2 km E of Río Topo,c. 31 km E of Baños on road to Puyo.	Bruce A. Stein	http://www.tropicos.org/Specimen/101595536	Microchilus topoensis Ormerod	MO	EC
urn:catalog:MO:Tropicos:101595602	Q104374	4061198158	1989-03-03	Sendero El Truinfo. Colecciones alrededor del río Muy Sector El Playón.	X. Buitrón	http://www.tropicos.org/Specimen/101595602	Stelis zothecula Luer	US	EC
urn:catalog:MO:Tropicos:101595625	Q104057	4031393950	1985-04-06	Tulcan-El Carmelo.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101595625	Stelis dromedarina Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101595804	Q81327	4061227180	1979-04-14	Road from Playón de San Francisco to El Carmelo, between the summit and El Carmelo. Blechnum - Ericaceae heath with many bryophytes and lichens.	B. Løjtnant;Ulf Molau;Michael T. Madison	http://www.tropicos.org/Specimen/101595804	Epidendrum loejtnantii Hágsater & Dodson	GB	EC
urn:catalog:MO:Tropicos:101595890	Q92038	4031585961	1991-01-21	Machalilla National Park, zona de San Sebastian, ridgetop.	Alwyn H. Gentry;Robin B. Foster;Carmen Josse	http://www.tropicos.org/Specimen/101595890	Microchilus machalillae Ormerod	MO	EC
urn:catalog:MO:Tropicos:101595941	Q91265	4031892951	1979-10-16	El Copé. On Pacific side, one half hour walk from sawmill.	Thomas M. Antonio	http://www.tropicos.org/Specimen/101595941	Maxillaria rodrigueziana J.T.Atwood & Mora-Ret.	MO	PA
urn:catalog:MO:Tropicos:101595981	Q81281	4061952226	1989-01	Along road from Macas to Guamote	Alexander Hirtz;Carl A. Luer;Jane Luer;Phillips Jessup;Santiago Ortega	http://www.tropicos.org/Specimen/101595981	Epidendrum jessupiorum Hágsater & Dodson	AMO	EC
urn:catalog:MO:Tropicos:101596049	Q98369	4031893963	1986-02-17	Epiphytic in forest along Río Yunganza below Limon.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101596049	Pleurothallis biceps Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101596088	Q81132	4031585965	1991-09-18	El Pargo, 16 km E of Tunas Pampa, ca. 42 km E of Llama on road to Huambos.	Alwyn H. Gentry;Camilo Díaz S.;Rosa Ortiz	http://www.tropicos.org/Specimen/101596088	Epidendrum diommum Hágsater & Chocce	MO	PE
urn:catalog:MO:Tropicos:101596156	Q104084	4031393961	1985-04-11	Cord. Llanganates.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101596156	Stelis floresii Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101596236	Q91228	4031810944	1994-02-17	Protected due to name conservation status	H. van der Werff;Bruce Gray;Efraín Freire;Milton Tirado	http://www.tropicos.org/Specimen/101596236	Maxillaria grayi Dodson	MO	EC
urn:catalog:MO:Tropicos:101596280	Q91071	4061950004	1988-01-30	Lithophytic on road cut along valley of the Río Zongo.	Carl A. Luer;Jane Luer;James C. Solomon;T. Mulder;D. Mulder;A. Vogel	http://www.tropicos.org/Specimen/101596280	Masdevallia solomonii Luer & R.Vásquez	K	BO
urn:catalog:MO:Tropicos:101596281	Q91071	4031949935	1988-01-30	Lithophytic on road cut along valley of the Río Zongo.	Carl A. Luer;Jane Luer;James C. Solomon;T. Mulder;D. Mulder;A. Vogel	http://www.tropicos.org/Specimen/101596281	Masdevallia solomonii Luer & R.Vásquez	MO	BO
urn:catalog:MO:Tropicos:101596318	Q104287	4031393965	1986-02-18	Protected due to name conservation status	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101596318	Stelis saurocephala Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101596519	Q80700	4031499959		Cordillera de Guacamayo. On road from Baeza to Tena, km 29 to 35	Calaway H. Dodson;P. Scharf;D. Allison	http://www.tropicos.org/Specimen/101596519	Elleanthus thomasii Dodson ex Dudek & Szlach.	MO	EC
urn:catalog:MO:Tropicos:101596623	Q81684	4031390984	1983-02-15	BAJO CALIMA: ca. 15 km N of Buenaventura, Carton de Colombia concession, transition between tropical wet and pluvial forest.	Alwyn H. Gentry;Adrian Juncosa;H. Mazuera	http://www.tropicos.org/Specimen/101596623	Epidendrum timbiquiense Hágsater & E.Santiago	MO	CO
urn:catalog:MO:Tropicos:101596681	Q80949	4061233640	1956-01-31	Mera	Erik Asplund	http://www.tropicos.org/Specimen/101596681	Epidendrum asplundii Hágsater & Dodson	AMES	EC
urn:catalog:MO:Tropicos:101596682	Q80949	4061977764	1956-01-31	Mera	Erik Asplund	http://www.tropicos.org/Specimen/101596682	Epidendrum asplundii Hágsater & Dodson	NY	EC
urn:catalog:MO:Tropicos:101596815	Q104148	4031498969	1984-04-01	Protected due to name conservation status	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101596815	Stelis listrophylla Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101596823	Q81740	4061198193	1944-07-26	""Imbabura"". Vicinity of laguna de La Virgen, on ridge just S of rio Clavadero, E of Cayambe peak	Ira L. Wiggins	http://www.tropicos.org/Specimen/101596823	Epidendrum wigginsii Hágsater & Dodson	CAS	EC
urn:catalog:MO:Tropicos:101596824	Q95456	4031397947	1991-04-15	Parroquia Ricaurte. Comunidad Balsareño a 10 km al Este de Ricaurte. Reserva Etnica Awá. Bosque primario con parches alterados.	Daniel Rubio;Carlos Quelal	http://www.tropicos.org/Specimen/101596824	Palmorchis rubioi Szlach., Baranow & Dudek	MO	EC
urn:catalog:MO:Tropicos:101596858	Q81153	4061776002	1984-02-08	Rioja-Pomacochas road, below Venceremos, ca. 20 km NW of Rioja near Restaurant El Amigo.	Alwyn H. Gentry;David N. Smith	http://www.tropicos.org/Specimen/101596858	Epidendrum enantilobum Hágsater	NY	PE
urn:catalog:MO:Tropicos:101596986	Q98605	4031390995	1987-02-05	Epiphytic in cloud forest along the new road through the Cordillera del Cutucu, east of Mendez.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101596986	Pleurothallis valvola Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101597225	Q81128	4061265425	1991-02-21	km 61.3 desviación de carretera Tulcán–Ibarra hacia La Bonita	Eric Hágsater;Calaway H. Dodson;Daniel Rubio;Nixon Revelo	http://www.tropicos.org/Specimen/101597225	Epidendrum dialychilum Hágsater & Dodson	AAU	EC
urn:catalog:MO:Tropicos:101597226	Q81128	4061245080	1991-02-21	km 61.3 desviación de carretera Tulcán–Ibarra hacia La Bonita	Eric Hágsater;Calaway H. Dodson;Daniel Rubio;Nixon Revelo	http://www.tropicos.org/Specimen/101597226	Epidendrum dialychilum Hágsater & Dodson	AMO	EC
urn:catalog:MO:Tropicos:101597331	Q81393	4061977787	1987-12-17	Around Laguna San Marcos, NE of volcán Cayambe.	Ulf Molau;Bente Eriksen	http://www.tropicos.org/Specimen/101597331	Epidendrum molaui Hágsater & Dodson	QCA	EC
urn:catalog:MO:Tropicos:101597332	Q81393	4061214888	1987-12-17	Around Laguna San Marcos, NE of volcán Cayambe.	Ulf Molau;Bente Eriksen	http://www.tropicos.org/Specimen/101597332	Epidendrum molaui Hágsater & Dodson	AAU	EC
urn:catalog:MO:Tropicos:101597333	Q81393	4061251320	1987-12-17	Around Laguna San Marcos, NE of volcán Cayambe.	Ulf Molau;Bente Eriksen	http://www.tropicos.org/Specimen/101597333	Epidendrum molaui Hágsater & Dodson	GB	EC
urn:catalog:MO:Tropicos:101597346	Q91101	4031498978	1991-03-10	Epiphytic in wet forest west of Salinas and La Palma.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101597346	Masdevallia ximenae Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101597382	Q81654	4061791027	1991-02-17	Protected due to name conservation status	Calaway H. Dodson;Norris H. Williams;W. Mark Whitten;Alvin Embree;F. L. Stevenson	http://www.tropicos.org/Specimen/101597382	Epidendrum stevensonii Hágsater & Dodson	RPSC	EC
urn:catalog:MO:Tropicos:101597476	Q81386	4061251326	1977-03-10	Río Palenque Biological Station, km 56 Quevedo-Santo Domingo.	Calaway H. Dodson	http://www.tropicos.org/Specimen/101597476	Epidendrum mininocturnum Dodson	SEL	EC
urn:catalog:MO:Tropicos:101597499	Q104051	4031949962	1986-02-20	Zamora.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101597499	Stelis distans Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101597524	Q81402	4031800991	1987-01-21	W side of Mt. Illiniza	Alexander Hirtz	http://www.tropicos.org/Specimen/101597524	Epidendrum montisillinicense Hágsater & Dodson	MO	EC
urn:catalog:MO:Tropicos:101597653	Q104273	4031389009	1991-03-16	Protected due to name conservation status	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101597653	Stelis saccata Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101597713	Q91242	4031493955	1979-09-25	Río Blanco drainage above Chical, tributary of Río San Juan, mostly mature forest, ca. 12 km W of Maldonado.	Alwyn H. Gentry;Eugene Schupp	http://www.tropicos.org/Specimen/101597713	Maxillaria maldonadoensis J.T.Atwood	MO	EC
urn:catalog:MO:Tropicos:101597760	Q81696	4061977807	1990-02-23	Sacha Llanganates. Río Zuñag north of Río Topo.	Alexander Hirtz;et al.	http://www.tropicos.org/Specimen/101597760	Epidendrum triodon Hágsater & Dodson	RPSC	EC
urn:catalog:MO:Tropicos:101598046	Q104006	4031493964	1991-03-11	North of Chillanes.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101598046	Stelis cingens Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101598111	Q81380	4031391025	1985-11-08	3 km S of El Pauji.	Ronald L. Liesner	http://www.tropicos.org/Specimen/101598111	Epidendrum micronocturnum Carnevali & G.A.Romero	MO	VE
urn:catalog:MO:Tropicos:101598115	Q81062	4061952296		in valle Lloensi	W. Jameson	http://www.tropicos.org/Specimen/101598115	Epidendrum chloidophyllum Rchb.f. ex Hágsater & Dodson	G	EC
urn:catalog:MO:Tropicos:101598116	Q81062	4061265466		in valle Lloensi	W. Jameson	http://www.tropicos.org/Specimen/101598116	Epidendrum chloidophyllum Rchb.f. ex Hágsater & Dodson	P	EC
urn:catalog:MO:Tropicos:101598117	Q81062	4061245124		in valle Lloensi	W. Jameson	http://www.tropicos.org/Specimen/101598117	Epidendrum chloidophyllum Rchb.f. ex Hágsater & Dodson	AMES	EC
urn:catalog:MO:Tropicos:101598160	Q100121	4031389933	1989-10-12	Ujarrás, cumbre y ladera Atlántica de Cerro Dúrika	Gerardo Herrera Ch.	http://www.tropicos.org/Specimen/101598160	Pterichis herrerae Kolan.	MO	CR
urn:catalog:MO:Tropicos:101598201	Q81130	4061214919	1990-04-10	Baeza to Lago Agrio, at Reventador	Alexander Hirtz	http://www.tropicos.org/Specimen/101598201	Epidendrum dialyrhombicum Hágsater & Dodson	RPSC	EC
urn:catalog:MO:Tropicos:101598219	Q104369	4031501932	1986-02-23	Protected due to name conservation status	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101598219	Stelis zarumae Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101598255	Q81179	4031501933	1985-02-10	Fortuna dam site.	H. van der Werff;C. van Hardeveld	http://www.tropicos.org/Specimen/101598255	Epidendrum fortunae Hágsater & Dressler	MO	PA
urn:catalog:MO:Tropicos:101598295	Q81363	4061791054		Near Papallacta, on road Quito to Baeza	Calaway H. Dodson;P. Scharff;D. Allison	http://www.tropicos.org/Specimen/101598295	Epidendrum megaloclinium Hágsater & Dodson	RPSC	EC
urn:catalog:MO:Tropicos:101598296	Q81363	4061227248		Near Papallacta, on road Quito to Baeza	Calaway H. Dodson;P. Scharff;D. Allison	http://www.tropicos.org/Specimen/101598296	Epidendrum megaloclinium Hágsater & Dodson	SEL	EC
urn:catalog:MO:Tropicos:101598297	Q81363	4061849425		Near Papallacta, on road Quito to Baeza	Calaway H. Dodson;P. Scharff;D. Allison	http://www.tropicos.org/Specimen/101598297	Epidendrum megaloclinium Hágsater & Dodson	AAU	EC
urn:catalog:MO:Tropicos:101598298	Q81363	4061233688		Near Papallacta, on road Quito to Baeza	Calaway H. Dodson;P. Scharff;D. Allison	http://www.tropicos.org/Specimen/101598298	Epidendrum megaloclinium Hágsater & Dodson	AMO	EC
urn:catalog:MO:Tropicos:101598299	Q81363	4061977829		Near Papallacta, on road Quito to Baeza	Calaway H. Dodson;P. Scharff;D. Allison	http://www.tropicos.org/Specimen/101598299	Epidendrum megaloclinium Hágsater & Dodson	AMES	EC
urn:catalog:MO:Tropicos:101598344	Q78418	4031399028	1986-11-09	15 km above Zamora on road to Loja.	David A. Neill;Carlos E. Cerón	http://www.tropicos.org/Specimen/101598344	Cyrtochilum koenigeri Szlach. & Kolan.	MO	EC
urn:catalog:MO:Tropicos:101598421	Q103944	4031389944	1985-03-20	Piñas-Machala.	Carl A. Luer	http://www.tropicos.org/Specimen/101598421	Stelis amabilis Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101598543	Q81462	4061251367	1976-09-16	Azuay/Morona-Santiago: Muletrack Sevilla de Oro–Méndez, at the pass and adjacent slopes (Páramo de Castillo).	Benjamin Øllgaard;H. Balslev	http://www.tropicos.org/Specimen/101598543	Epidendrum orthophyllum Hágsater & Dodson	NY	EC
urn:catalog:MO:Tropicos:101598614	Q81697	4061253665	1990-11-20	Parque Nac. Braulio Carrillo Cantón de Heredia; at Refugio-2050 m; NW slope of V. Barva, in forest E of Refugio.	Stephen W. Ingram;Karen Ferrell-Ingram	http://www.tropicos.org/Specimen/101598614	Epidendrum tritropianthum Hágsater & E.Santiago	SEL	CR
urn:catalog:MO:Tropicos:101598615	Q81697	4062200278	1990-11-20	Parque Nac. Braulio Carrillo Cantón de Heredia; at Refugio-2050 m; NW slope of V. Barva, in forest E of Refugio.	Stephen W. Ingram;Karen Ferrell-Ingram	http://www.tropicos.org/Specimen/101598615	Epidendrum tritropianthum Hágsater & E.Santiago	AMO	CR
urn:catalog:MO:Tropicos:101598701	Q81469	4061941002	1985-05-03	km 40 carretera vieja Quito–Santo Domingo	Calaway H. Dodson;Bruce A. Stein;Lucile M. McCook	http://www.tropicos.org/Specimen/101598701	Epidendrum oxycalyx Hágsater & Dodson	RPSC	EC
urn:catalog:MO:Tropicos:101598702	Q81469	4061253669	1985-05-03	km 40 carretera vieja Quito–Santo Domingo	Calaway H. Dodson;Bruce A. Stein;Lucile M. McCook	http://www.tropicos.org/Specimen/101598702	Epidendrum oxycalyx Hágsater & Dodson	AMES	EC
urn:catalog:MO:Tropicos:101598703	Q81469	4062200280	1985-05-03	km 40 carretera vieja Quito–Santo Domingo	Calaway H. Dodson;Bruce A. Stein;Lucile M. McCook	http://www.tropicos.org/Specimen/101598703	Epidendrum oxycalyx Hágsater & Dodson	NY	EC
urn:catalog:MO:Tropicos:101598729	Q81007	4061791062	1985-01-26	Cerro Punta; Along ridge to watershed to Bocas del Toro.	H. van der Werff;Juan Herrera	http://www.tropicos.org/Specimen/101598729	Epidendrum bugabense Hágsater	AMO	PA
urn:catalog:MO:Tropicos:101598730	Q81007	4031394011	1985-01-26	Cerro Punta; Along ridge to watershed to Bocas del Toro.	H. van der Werff;Juan Herrera	http://www.tropicos.org/Specimen/101598730	Epidendrum bugabense Hágsater	MO	PA
urn:catalog:MO:Tropicos:101598744	Q83260	4061245152	1985-02-11	Loma de Oro, 6 km SE of Saraguro, on road to Loja	Gunnar Wilhelm Harling;Lennart Andersson	http://www.tropicos.org/Specimen/101598744	Fernandezia harlingii Ormerod	AMES	EC
urn:catalog:MO:Tropicos:101598818	Q81174	4061227261	1987-05-19	Along road under construction from Lita Alto Tambo (21 kms), collected from trees cut along roadside from km 13 to 20, 75CJ-850 m, 19 V 1987	Calaway H. Dodson;H. van der Werff;Walter A. Palacios	http://www.tropicos.org/Specimen/101598818	Epidendrum flexuoecallosum Hágsater & E.Santiago	K	EC
urn:catalog:MO:Tropicos:101598819	Q81174	4061849439	1987-05-19	Along road under construction from Lita Alto Tambo (21 kms), collected from trees cut along roadside from km 13 to 20, 75CJ-850 m, 19 V 1987	Calaway H. Dodson;H. van der Werff;Walter A. Palacios	http://www.tropicos.org/Specimen/101598819	Epidendrum flexuoecallosum Hágsater & E.Santiago	RPSC	EC
urn:catalog:MO:Tropicos:101598820	Q81174	4061265494	1987-05-19	Along road under construction from Lita Alto Tambo (21 kms), collected from trees cut along roadside from km 13 to 20, 75CJ-850 m, 19 V 1987	Calaway H. Dodson;H. van der Werff;Walter A. Palacios	http://www.tropicos.org/Specimen/101598820	Epidendrum flexuoecallosum Hágsater & E.Santiago	AMO	EC
urn:catalog:MO:Tropicos:101598821	Q81174	4061245155	1987-05-19	Along road under construction from Lita Alto Tambo (21 kms), collected from trees cut along roadside from km 13 to 20, 75CJ-850 m, 19 V 1987	Calaway H. Dodson;H. van der Werff;Walter A. Palacios	http://www.tropicos.org/Specimen/101598821	Epidendrum flexuoecallosum Hágsater & E.Santiago	AMES	EC
urn:catalog:MO:Tropicos:101598822	Q81174	4061941007	1987-05-19	Along road under construction from Lita Alto Tambo (21 kms), collected from trees cut along roadside from km 13 to 20, 75CJ-850 m, 19 V 1987	Calaway H. Dodson;H. van der Werff;Walter A. Palacios	http://www.tropicos.org/Specimen/101598822	Epidendrum flexuoecallosum Hágsater & E.Santiago	COL	EC
urn:catalog:MO:Tropicos:101598886	Q104188	4031399961	1991-03-12	West of Salinas and La Palma.	Carl A. Luer	http://www.tropicos.org/Specimen/101598886	Stelis monicae Luer & Hirtz	MO	EC
urn:catalog:MO:Tropicos:101599090	Q81216	4061265501	1985-04-16	7–8 km N of Gualaquiza on road to Indanza	Gunnar Wilhelm Harling;Lennart Andersson	http://www.tropicos.org/Specimen/101599090	Epidendrum gualaquicense Hágsater & Dodson	GB	EC
urn:catalog:MO:Tropicos:101599208	Q75924	4031893003	1985-07-22	Pangui. Plants cultivated at the Jardin Botanico de Uzphud near Paute by Father Angel Andreetta. Collected by A. Andreetta & M. Portillo	Calaway H. Dodson;P.M. Dodson;T.A. Dodson;Alvin Embree	http://www.tropicos.org/Specimen/101599208	Chondrorhyncha panguensis Dodson ex P.A.Harding	MO	EC
urn:catalog:MO:Tropicos:101599257	Q81554	4061214959	1984-11-22	Near Boconó, Paramo de Guaramacal. Elfin forest with much bamboo and Ericaceae or in paramo with much Espeletia and Polylepis, Espeletia also common in dwarf-forest (trees to 10 m tall, closed canopy, trunks very mossy; occasional emergents taller.)	H. van der Werff;Francisco J. Ortega	http://www.tropicos.org/Specimen/101599257	Epidendrum pseudocernuum Carnevali & I.Ramírez	VEN	VE
urn:catalog:MO:Tropicos:101599258	Q81554	4031394021	1984-11-22	Near Boconó, Paramo de Guaramacal. Elfin forest with much bamboo and Ericaceae or in paramo with much Espeletia and Polylepis, Espeletia also common in dwarf-forest (trees to 10 m tall, closed canopy, trunks very mossy; occasional emergents taller.)	H. van der Werff;Francisco J. Ortega	http://www.tropicos.org/Specimen/101599258	Epidendrum pseudocernuum Carnevali & I.Ramírez	MO	VE
urn:catalog:MO:Tropicos:101599288	Q98419	4031909980	1987-01-18	Epiphytic in wet forest west of Lita toward San Lorenzo.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/101599288	Pleurothallis dejavu Luer & Hirtz	MO	EC
